,filename,ed,lo,lo2,lo3,lo4,ph,rm
0,001.mp3,2.0990349264705883,-8.665698,-18.723791922900656,-18.94452578498165,0.11292074,414.9739572764832,-0.7606706212041626
1,002.mp3,0.9856747909330986,-43.458862,-15.80559940420646,-22.619828471201036,0.07396199,359.27450400461123,-0.031026894438137487
2,003.mp3,2.545797413793103,-9.401231,-23.989976955167045,-23.872194656354214,0.064031,348.7800547887851,-0.18758454667926722
3,004.mp3,3.157755216458658,-13.624539,-22.85369046342147,-23.272963137072647,0.06860438,470.6550138252191,0.10436919328412561
4,005.mp3,1.9635139627659575,-16.519144,-21.474430864330056,-20.441381788312167,0.09504536,281.25947472313743,-0.04203687409636749
5,006.mp3,4.56085205078125,-17.145533,-23.38292833373998,-23.250782286774427,0.0687798,415.701952804492,0.059814382119575335
6,007.mp3,3.071296800713154,-21.871157,-20.828064125414173,-20.339132246019595,0.096170835,244.2351690977638,-0.3350320333801212
7,008.mp3,1.903908322281167,-10.256392,-19.550061965866693,-18.444232212567716,0.119615756,404.6200205839649,-0.17594343300686646
8,009.mp3,3.672887489548495,-25.946346,-24.840505137134176,-25.816125473455553,0.051191013,383.3361763876708,-0.13311217657905028
9,010.mp3,1.6718325407608694,-18.329082,-23.19919191118939,-22.34123056508862,0.07637276,259.55453633143014,-0.18757256368322708
10,011.mp3,1.4664188508064515,-30.800589,-29.17955818113985,-30.59305967399025,0.029535683,158.42140636839795,-0.035601227662752796
11,012.mp3,5.014581549657534,-17.074642,-25.321004313013916,-25.265125882277832,0.05454359,443.6789654272071,0.11636774733580946
12,013.mp3,2.598834859913793,-30.601513,-31.533441147108803,-32.097948754057995,0.024837196,186.13948588203954,-0.17114119321375196
13,014.mp3,1.08207050879397,-42.33312,-30.66029478306686,-37.4939325237413,0.013344533,603.2562858181459,-0.20070407921927017
14,015.mp3,1.6760191941624365,-26.6967,-34.976411432238386,-35.59307475286178,0.016609106,341.4236264790063,0.2008780345699479
15,016.mp3,2.7725154238197427,-14.29285,-23.238769880116685,-21.451008507004047,0.08461543,270.4599661773498,-0.30014466393827294
16,017.mp3,3.34033067867036,-24.328808,-25.8791501023199,-26.480054145173952,0.047423903,593.2675236040451,0.03680673390542265
17,018.mp3,3.1512004573170733,-19.043032,-24.85383282086684,-23.02334464264692,0.07060456,103.26369662732468,0.028723150638533368
18,019.mp3,5.238725562796208,-14.629904,-25.912363326691885,-26.40362685579168,0.047843028,496.36734876827796,-0.22441898482602524
19,020.mp3,2.7100611320109436,-20.823162,-17.454000513438704,-18.05992993875667,0.12502691,476.19934263919964,-0.1095623079170189
20,021.mp3,3.84521484375,-19.94203,-21.687943910833763,-21.62051506671045,0.082980156,368.9838463108385,0.2817720680756125
21,022.mp3,3.296614159201954,-16.415003,-26.527956746571682,-27.33967582514377,0.042955246,410.7090672598486,0.11262922518281568
22,023.mp3,5.156818871359223,-16.758703,-20.43525742984162,-20.943959378443356,0.08970198,387.6499478962034,0.1182773199347001
23,024.mp3,2.6537398217429575,-13.723691,-21.462463410313084,-22.319218748124264,0.07656655,527.1669087362617,-0.12146833727847892
24,025.mp3,4.75538855948678,-12.835914,-17.303532742660003,-18.55530599771488,0.11809587,531.6961360458063,0.33541733755859704
25,026.mp3,4.006177325581396,-25.121141,-33.45017782315154,-33.784373772948534,0.020454144,475.583044250483,-0.16059476650371773
26,027.mp3,4.866260593220339,-25.005314,-28.70537810886156,-29.31966293827381,0.03419927,367.27779992277004,-0.1556998389042083
